nomacheteur,records
commune de courseulles sur mer,1
CENTRE HOSPITALIER DE SAUMUR - ETABLISSEMENT PARTIE AU GHT 49,1
"MAIRIE d'AULT
27 BIS GRANDE RUE
80460",1
Etablissement public accueillant des adultes en situation de handicap,1
CHU DE BREST - CARHAIX - Travaux de restructuration et extension du plateau d'imagerie - IRM - du Centre Hospitalier de Carhaix,1
voirie publique,1
Service de la commande publique,1
Commune de Bettencourt-Saint-Ouen,1
Groupement hospitalier de territoire Normandie Centre,1
Travaux pour la construction de la station d'épuration de Cuy-Saint-Fiacre (76220),1
"Inria - siège Domaine de Voluceau - Rocquencourt 78 Le Chesnay 
Centre concerné Inria Rennes",1
"SEMBREIZH
Coordonnateur du groupement de commande",1
"SEMBREIZH 
Coordonnateur du groupement de commande",1
Chambre de Commerce et d'Industrie de région Hauts-de-France en tant que concessionnaire du Port du Tréport,1
DGAC/DSNA,1
Conseil Départemental de la Gironde,1
Reha legère,1
commune de Vexin-sur-Epte,1
SHEMA - Au nom et pour le compte de IBTN,1
"CPAM DE MAINE ET LOIRE
32 RUE LOUIS GAIN
49937 ANGERS CEDEX 9",1
Commune de Cancale,1
SPL PLAINE COMMUNE DEVELOPPEMENT,1
CROUS de NANTES,1
DGAC/DIRECTION DES OPERATIONS DE LA DSNA,1
"Caisse d'allocations familiales de Loire Atlantique
22 rue de Malville
44937 Nantes cedex",1
CROUS de NANTES établissement public au service de la vie étudiante,1
Association de Gestion de la Cantine et des Loisirs du Parc départemental,1
270-2024,1
Le Logement Familial de l'Eure - Sa HLM,1
Centre d'Incendie et de Secours,1
MINARM/EMA/SCA/PFC SUD/DIVAP,1
TRAVAUX DE RESTRUCTURATION DU SERVICE D'ACCUEIL DES URGENCES POUR L'ETABLISSEMENT CENTRE HOSPITALIER DE CHOLET - FACADES LOTS 04A ET 04B,1
Établissement public du Marais poitevin,1
Syndicat Intercommunal Du Centre Aquatique Du Plateau Est De Rouen,1
22-001,1
SGA/ DCSID / ESID Brest (Etablissement du Service d'Infrastructure de la Défense),1
"Ecole des hautes études en santé publique - EHESP
SIRET 13000362700010",1
Préfecture des Hauts de Seine,1
SEA DE LA PAQUETTERIE,1
VILLE DE SAINT-VALERY-EN-CAUX,1
DGAC SNIA,1
Service d'administration territoriale,1
SANTE,1
SERVICE TECHNIQUE,1
"SPL Poitou Aménagement, agissant au nom et pour le compte de la Ville de Poitiers (86)",1
E.P.I.C,1
Syndicat des eaux OUEST 35,1
Mairie de Bagneux,1
Collège Lakanal,1
AGENCE DE GESTION DE L'IMMOBILIER DE L'ETAT,1
Syndicat Mixte EAU DES BRUYÈRES,1
Nantes Métropole Aménagement agissant au nom et pour le compte de Nantes Métropole - 2 cours du Champ-de-Mars 44923 Nantes Cedex 9,1
VILLE DE CHOLET (coordonnateur) - GROUPEMENT DE COMMANDE,1
Exploitation de l'aéroport Quimper Bretagne,1
SHEMA en tant que coordinateur du groupement de commandes SHEMA/SAS GISELE CHERBOURG,1
"Maîtrise d'oeuvre 
dragage port",1
Reconnaissances complémentaires du mur barrage du port de Morlaix,1
CONSEIL DEPARTEMENTAL DU FINISTERE - DBSG,1
Préfecture de Bretagne - SGAR - PFRH,1
Cpam Orne,1
Caisse Primaire d'Assurance maladie de Loire-Atlantique,1
"Syndicat Mixte EAU DES BRUYÈRES
- siège : 38 rue du rocher- 35580 GUICHEN -FRANCE",1
Aéroport Quimper Bretagne,1
"Ville de Gisors
Quai du Fossé aux Tanneurs
27140 GISORS",1
SIEML - Syndicat Intercommunal d'Energies de Maine-et-Loire.,1
MAIRIE DE SAINT GILDAS DES BOIS - 44530 -,1
COMMUNE DE L'AIGUILLON-LA-PRESQU'ÎLE,1
ETAT - Ministère en charge des transports - DIR Ouest,1
service commande publique,1
Plateforme Commissariat Ouest,1
Service public Eau,1
"Région académique Bretagne, Rectorat de Rennes",1
Syndicat Des Eaux De Ruffin,1
"SAEP Vignoble-Grandlieu
siret : 20007891300015",1
DREAL des Pays de Loire,1
SERVICE COMMUN D'ACHAT,1
"Direction Nationale Garde Côtes des Douanes
Division Administrative et Financière
17 rue Ferrer - 76600 LE HAVRE",1
"Brest Métopole aménagement SPL, agissant au nom et pour le compte de la commune de Landéda",1
Syndicat Intercommunal d'Energies de-Maine-et-Loire,1
Commune de Villeneuve en Perseigne,1
Résidence Les Pins,1
SERVICE COMMUN ACHAT,1
Communauté de communes du Pays de Chantonnay (85),1
CHU CAEN NORMANDIE - ÉTABLISSEMENT SUPPORT DU GHT NORMANDIE CENTRE,1
Commune de Saint-Nicolas d'Aliermont,1
REGION ACADEMIQUE BRETAGNE - RECTORAT DE RENNES,1
Ensa Nantes = Ecole nationale supérieure d'architecture de Nantes,1
Ville d'Osny,1
Ecole nationale vétérinaire d Alfort,1
"FOUGERES HABITAT 
21 RUE DE LA CASERNE
35300 FOUGERES",1
CPAM DES COTES D'ARMOR,1
"FOUGERES HABITAT
21 RUE DE LA CASERNE
35300 FOUGERES",1
Laboratoire du CIMAP.,1
"Direction des affaires maritimes | Direction Générale Des Affaires Maritimes, De La Pêche Et De L'Aquaculture
Armement des Phares et Balises 
2 rue de Kérivoal CS 93039 29334 QUIMPER CEDEX Quimper
Tel : +33 2 99 33 43 65
www.ecologie.gouv.fr",1
Ccas Reze,1
CCI Finistère,1
Maison de Retraite de Pont-Authou,1
CHU d'ANGERS,1
"Communauté de Communes Vallées de l'Orne et de l'Odon
4 rue du Colonel Arnaud Beltrame
14210 EVRECY",1
Syndicat Intercommunal d'Assainissement de SAint-Briac - SAint-Lunaire,1
PETR INTERREGIONAL BRESLE YERES,1
Syndicat Mixte du Perche Sarthois,1
EHESS,1
DRFIP DE BRETAGNE ET DU DEPARTEMENT D'ILLE ET VILAINE (DRFIP 35),1
INSTITUT DE RECHERCHE POUR LE DEVELOPPEMENT,1
Service public du traitement des déchets ménagers et assimilés - SEVEDE,1
MINARM/SGA/Sous-Direction de l'Agence Ministérielle de Gestion (SDPAMG),1
Région de Gendarmerie Bretagne,1
Commune de Saint-Aubin-sur-Mer,1
SERVICE PUBLIC DE SANTE,1
"Agence Nationale de la Cohésion des Territoires, 20 avenue de Ségur, TSA 10717
75334 PARIS CEDEX 07",1
Commune de La Bouille,1
Organisme de la sécurité sociale - URSSAF Normandie,1
COMMUNE DE MAROMME - SIRET 21760410700011,1
"EPF DE LA VENDE
123 BOULEVARD LOUIS BLANC
85000 LA ROCHE SUR YON",1
Ministère de l'Agriculture et de la Souveraineté Alimentaire,1
Commune de Oisemont,1
Préfet de la région d'Île-de-France,1
"SAMOA, agissant au nom et pour le compte de NANTES METROPOLE",1
Ville de Petit-Couronne,1
"EPF DE LA VENDEE
123 bd Louis Blanc
85000 LA ROCHE SUR YON",1
Réalisation de reportages vidéos et audios à visée documentaire et historique destinés à alimenter différents supports de diffusion,1
Ministère de la Justice - DIRSG SO - DI de Bordeaux,1
DIR Ouest - 10 rue Maurice Fabre CS 63108 - 35031 Rennes,1
Collectivité territoriale - région Bretagne,1
SAS PIES,1
Societe Publique Locale Port Heraclea (83),1
Commune de Saint-Congard,1
Plate Forme Commissariat Est,1
Aménagement public,1
EPLEFPA LAVAL AGRICAMPUS,1
Siasy- Syndicat Intercommunal des Sources de l'Yvette,1
Commune Houlbec-Cocherel,1
VALLONS DE HAUTE BRETAGNE COMMUNAUTÉ,1
ETABLISSEMENT PUBLIC FONCIER DE GRAND EST,1
Chambre de commerce et d'Industrie Hauts-de-France,1
Commune de Saint Pavace,1
Gcsms Estuaire,1
Brest'aim SPL (Société Publique Locale),1
"Groupement de Services ""Commandes Groupées"" de l'Agglomération rouennaise.",1
Service Commun de Restauration Collective,1
Commune de Saint Agathon,1
Service Commande publique - DCEDP,1
Syndicat Intercommunal,1
"Groupement de Services des ""EPLE"" de l'agglomération rouennaise",1
UGECAM PROVENCE ALPES COTE D'AZUR CORSE,1
Mairie de Brissac Loire AUbance,1
"INSA Rennes 
Enseignement supérieur et recherche",1
"Ville de Montville
21 place du Général Leclerc
76710 MONTVILLE",1
SGCD / Préfecture du Calvados,1
CCAS DE BOUGUENAIS,1
Région académique Bretagne,1
Commune de Mésanger,1
"MEGALIS BRETAGNE
Syndicat mixte de coopération territoriale",1
Commune d'Ombrée d'Anjou (49),1
SID Atlantique (Service d'Infrastructure de la Défense) - CC16 - 29240 Brest cédex 9,1
Société Public Local La Compagnie des Ports du Morbihan,1
"Etablissements du GHT de l'Union Hospitalière de Cornouaille, du GIP Blanchisserie Inter-Hospitalière de Cornouaille et du GIP de Restauration Inter-Hospitalière de Cornouaille",1
MAIRIE DE NOYAL-CHATILLON-SUR-SEICHE,1
"Directrice Régionale de l'Environnement, de l'Aménagement et du Logement des Pays de la Loire",1
"ESID Brest - BCRM de Brest - ESID de Brest - SAI/BAM - CC16 - 29240 - Brest
cédex 9",1
Polynésie française-TAHITI,1
MINARM/SGA/DCSID/SID Atlantique (Ministère des Armées/Secrétariat Général pour l'Administration/Direction Centrale du Service d'Infrastructure de la Défense/Service d'Infrastructure de la Défense Atlantique),1
École Nationale Vétérinaire Agro-Alimentaire et de l'Alimentation Nantes Atlantique,1
GRAND PORT FLUVIO-MARITIME DE L'AXE SEINE (HAROPA PORT),1
CHAMBRE DE COMMERCE ET D INDUSTRIE DU MAINE ET LOIRE,1
CHRU de BREST,1
UNIVERSITE PANTHEON ASSAS,1
Etablissement Public de Santé CHU de Nantes,1
"Ministères Sociaux, DFAS/SDADD",1
"Groupement TRANSAMO/La SET, agissant au nom et
pour le Syndicat des Mobilités de Touraine (SMT), maître d'ouvrage",1
ECOLE DU LOUVRE,1
Communauté de communes Ponthieu-Marquenterre,1
Marchés publics,1
Mairie d'ABLIS,1
Region Normandie - Direction Des Batiments Regionaux,1
MINARM/SGA/DCSID/SID Atlantique (Ministère des Armées/Secrétariat Général pour l'Administration/Direction Centrale du Service d'Infrastructure de la Défense/SID Atlantique),1
Commune de Friville-Escarbotin,1
Enseignement supérieur,1
"Travaux ""Les Places""",1
Centre de soutien technique et administratif,1
"Ministère de l'Économie, des Finances et de la Souveraineté Industrielle et Numérique",1
"Ville de Gonfreville-l'Orcher
Place Jean Jaurès - BP 95
76700 GONFREVILLE-L'ORCHER",1
"53 Mail François Mitterrand, 35000 Rennes",1
Centre de détention de Val-de-Reuil,1
Commune des Brouzils (85),1
Commune de Longny-les-Villages (61),1
"GH Rance Emeraude
Direction des Achats
1 rue de la Marne
35400 SAINT MALO",1
Commune de Vimoutiers,1
Responsable Assurance amp; Contrats d'exploitation,1
Ville de Nantes (groupement de commande avec Nantes metropole et le CCAS),1
Logement Familial de l'Eure,1
REAMENAGEMENT DES HALLES DE MERVILLE - MAPA,1
service construction,1
Grand port maritime Nantes St-Nazaire,1
SERVICE CONSTRUCTION,1
Mairie de Saint-Grégoire - 35760,1
Service marché publics,1
L2224-38 CGCT,1
LIFFRÉ-CORMIER COMMUNAUTÉ,1
Mairie de Cabourg,1
Siadep de Brezolles,1
"COMMUNE D'EPREVILLE
1 Bis Espace Maurice Durand
76400 EPREVILLE",1
"ECOLE NATIONALE SUPERIEURE D'ARCHITECTURE DE BRETAGNE (ENSAB)
44 boulevard de Chézy
35064 - RENNES Cédex",1
Mairie blangy sur bresle,1
Maire de Echauffour,1
Compagnie des Ports du Morbihan (SAPL),1
Mairie de Paris,1
"Rectorat de la région académique Pays de la Loire
Service des constructions universitaires (SCUS)
8, rue du Général Margueritte
BP 72616
44 326 NANTES Cedex 03",1
Conseil Départementale du Finistère,1
EPMS DE FECAMP,1
"Conseil départemental de l'Orne 
Secrétariat général 
Direction des Achats et de la logistique",1
COMMUNE DE SAINT-LEONARD,1
Grand Besançon Métropole,1
Communauté de communes du pays du Neubourg,1
Service Départemental d'Incendie et de secours du Finistère,1
Organismes de Sécurité Sociale,1
Syndicat mixte du bassin de la Risle et de la Charentonne,1
Commune de CANCALE,1
LYCEE LA PEROUSE-KERICHEN - SERVICES COMMUNS,1
LYCEE LA PEROUSE KERICHEN - SERVICES COMMMUNS,1
LYCEE LA PEROUSE KERICHEN - SERVICES COMMUNS,1
SMICTOM DU CENTRE OUEST ILLE ET VILAINE,1
Maison Familiale Rurale Puy Sec,1
VALLONS D EHAUTE BRETAGNE COMMUNAUTE,1
Sotraval spl,1
Service Commande publique / DPEL,1
Mairie de Saint Jouan des Guerets,1
Commune d'AMECOURT,1
Groupement de commande,1
Syndicat des Bassins Côtiers de la région de Dol de Bretagne,1
Mairie De La Fontaine Saint Martin,1
"ZAC de BODELIO - Création d'une aire de jeux ""Kurunenn Nevenoe - Couronne de Nominoe""",1
"Région Bretagne
Direction de l'immobilier
Service immobilier du Morbihan",1
Sensibilisation au tri des déchets ménagers - Espaces pédagogiques - Collecte sélective,1
Residence A F le Boultz - Ehpad,1
"Le prestataire aura pour mission d'analyser l'ensemble des lots produits par le SETOM (estimé à 40 lots par an) selon les seuils de la norme NFU44-051 en fonction notamment des composés de traces organiques et des valeurs agronomiques.

L'ensemble des analyses devra être réalisé sous couvert de l'accréditation COFRAC et les résultats transmis dans un seul et unique rapport.",1
Réalisation d'analyses physico-chimiques et microbiologiques sur amendement organique selon la norme NF U44-051,1
CAF DE SEINE-MARITIME,1
centre de Gestion de la fonction publique du Finistère,1
VILLE DE SAINT VALERY EN CAUX,1
Service d'analyses biologiques,1
Communauté d'agglomération SBAA,1
COMMUNE DE RUGLES,1
Commune de Carentan-les-Marais,1
"Centre Hospitalier J. MONOD de Flers 
- au nom du GHT Les Collines de Normandie
- pour le compte du CHIC des Andaines, La Ferté-Macé et Domfront.",1
Département du FInistère,1
ARM /SGA/ SID Atlantique Brest (Service d'Infrastructure de la Défense),1
Syndicat des Eaux di Bas-léon,1
GRAND PORT MARITIME DE NANTES ST NAZAIRE,1
Commune de Saint-Médard-sur-ille,1
Gigalis,1
CHU de Brest - GHT BO - CH PAYS DE MORLAIX - Réhabilitation - extension du bâtiment historique Travaux de couverture de la chapelle,1
ÉCOLE DES BEAUX ARTS NANTES SAINT-NAZAIRE,1
Ecole Nationale Supérieur de l'Electronique et de ses Applications,1
Pays de Saint-Malo,1
Entretien et travaux de reprise des toitures terrasses et dépannage toiture pour les logements concernés du patrimoine du LFE,1
"Maîtrise d'oeuvre 
Zone d'activités économiques (ZAE)",1
EPCI Energies,1
Centre hospitalier universitaire de Caen Normandie,1
Commune nouvelle de Saint-Denis,1
Equipement sportif et ludique,1
Commune de CHARLEVAL,1
Association à but non lucratif de droit allemand,1
CHRU CAEN NORMANDIE,1
Prestations de nettoyage des locaux du site de saint-malo du sdis 35,1
HABITAT 17 - Office Public de l'Habitat de la Charente-Maritime,1
Commune d'Oresmaux,1
Commune de Saint-Biez en Belin,1
Société publique régionale des Pays de la Loire,1
"Département du Calvados 
22140118500014",1
Semminn,1
Mairie de Garges-lès-Gonesse,1
Commune de Pinterville,1
Rénovation des escaliers monumentaux à la Cité des Congrès,1
21140354800012,1
Foyer de Vie La Madeleine,1
Commune - réfection des étanchéités de toitures terrasses,1
PODELIHA et AXELIHA,1
SCIC SA VIKING CENTER,1
CHI CVS  DU LILLEBONNE,1
POLE LIGERIEN LES MONCELLIERES,1
Service d'aménagement et d'entretien de l'espace vert de la commune,1
CRAMIF,1
"La Soderec, mandataire du CHU de Nantes",1
EHPAD de Douvres,1
"Préfet de Loire-Atlantique, Préfet de la Région Pays de la Loire",1
CRAM ILE DE FRANCE,1
Giglais,1
Aménagement du Boulevard Charles de Gaulle - Secteur Tisserand à Saint-Herblain,1
"SIEHGO
Syndicat Intercommunal d'Équipement des Villes d'Harfleur et de Gonfreville-l'Orcher",1
"Commune du Val de la Haye
Place Jean Moulin
76380 Val de la Haye",1
Ville de Lieusant - mairie,1
Centre de gestion de la FPT de l'Eure,1
Syndicat Mixte Vendée Coeur Océan (85),1
Service Interarmées des Munitions (SIMu),1
Morbihan Habitat agissant au nom et pour le compte de la commune de Lorient,1
Mairie de Saint-herblain,1
HABITAT 17,1
Commune de Loire-Authion (49250) - Saint Mathurin sur Loire,1
Commune de Bosc-Bordel,1
Ville d'Indre,1
APIJ - Agence Immobilière pour l'Immobilier de la Justice,1
MAS FRAICHE PASQUIER,1
"DREAL Pays de la Loire
Division Maitrise d'ouvrage",1
Syndicat Mixte Eure Blaise Vesgre (SEBV),1
Centre technique municipal - Remplacement de la couverture,1
"ÉTAT - MINISTÈRE DES ARMÉES
SERVICE D'INFRASTRUCTURE 
DE LA DÉFENSE NORD-OUEST",1
Chambre régionale des comptes Bretagne - Juridiction financière,1
Département des COTES d'ARMOR,1
Mairie de Bérengeville la campagne,1
DP-25-5,1
SYNDICAT DE VOIRIE DU CANTON DE PACY-SUR-EURE,1
Ville de Montoire-sur-le-Loir,1
VILLE DE MONTOIRE-SUR-LE-LOIR,1
"COLLECTIVITE TERRITORIALE 
MAIRIE",1
SERVICES INTERHOSPITALIERS DU TREGOR-GOELO,1
Communaute d'Agglomeration Du Pays De L'Or,1
COMMUNE LANDIVY,1
UNIVERSITE PARIS-PANTHEON-ASSAS,1
Commune du Loroux-Bottereau (44),1
"Armement des Phares et Balises 
2 rue de Kérivoal CS 93039 29334 QUIMPER CEDEX Quimper
Tel : +33 2 99 33 43 65
www.ecologie.gouv.fr",1
ETAT - Ministère en charge des transports - DIRO,1
"Commune
étude vulnérabilité inondations",1
"L'Agence Nationale de la Cohésion des territoires 
20, avenue de Ségur - TSA 10717
75334 Paris cedex 07",1
"MINARM/SGA/DCSID/SID Atlantique (Ministère des Armées/Secrétariat Général pour l'Administration/Direction
Centrale du Service d'Infrastructure de la Défense/SID Atlantique)",1
Factures publiques,1
VOIES NAVIGABLES DE FRANCE - Direction Territoriale Bassin de la Seine et Loire aval,1
Le groupement TRANSAMO (mandataire) / La SET intervient au nom et pour le compte du Syndicat des Mobilités de Touraine (SMT) dans le cadre du mandat de maîtrise d'ouvrage qui lui a été notifié le 19 février 2020 pour la réalisation de la deuxième ligne de tramway et ses composantes sur le territoire de la métropole Tourangelle.,1
Commune de Saint Georges le Gaultier,1
Communauté de communes Bretagne romantique,1
Direction Interarmées des Réseaux d'Infrastructure et des Systèmes d' In...,1
Resah,1
COMMUNE DE MAURON,1
Commune de Grainville la Teinturière,1
Direction Générale des Finances Publiques,1
"CTI ANGERS
1 RUE BOUCHE THOMAS
49000 ANGERS",1
"SEVEDE, Syndicat d'Elimination et de Valorisation Energétique des Déchets de l'Estuaire - Service public du traitement des déchets ménagers et assimilés avec valorisation énergétique",1
Administration locale,1
MINARM/SCA/PFC/BREST,1
Ecole du Louvre,1
DRAC Bretagne (Direction Régionale des Affaires Culturelles),1
PREFECTURE DE DEPARTEMENT SARTHE,1
CENTRE HOSPITALIER DU MANS - Ets support du GHT72,1
Ministère de l'économie des finances et de la souveraineté industrielle et numérique,1
SHEMA au nom et pour le compte de la Ville de Cherbourg-en-Cotentin,1
Centre hospitalier universitaire de normandie,1
"Nom et adresse officiels de l'organisme acheteur : Brest métropole
Correspondant : M. le Président, Division de la Commande Publique, 24 rue Coat-ar-Guéven, CS 73826, 29238 Brest cedex 02, tél. : 02 98 33 54 11, télécopieur : 02 98 33 54 15",1
"Centre hospitalier intersommunal Elbeuf Louviers Val de Reuil
Ehpad RST sur le site du CH de Louviers",1
GROUPE HOSPITLALIER DU HAVRE,1
"Lycée International de Palaiseau Paris Saclay
(Etablissement Public Local d'Enseignement)",1
Plate-forme commissariat Sud-Ouest (Bordeaux),1
Commune de Vern-sur-Seiche,1
COMMUNE DE SAINT-PIERRE-DE-CORMEILLES,1
COMMUNE DE REDENE,1
Groupe Hospitalier de la Haute-Saône,1
Nantes Universite,1
Acquisition des maquettes de travaux de laboratoire dédiées à l'étude des systèmes de régulation du débit d'air et de la température multi-entrées/multi-sorties.,1
REGION BRETAGNE-simmo35,1
Ecole des hautes études en santé publique - EHESP,1
OPH ROUEN HABITAT - 5 Place du Général de Gaulle - 76000 ROUEN,1
CCI 44,1
"CHD Vendée
Les Oudairies
85925 LA ROCHE SUR YON CEDEX 9",1
VENDEE TRI ENERGIE,1
Sécurité maritime,1
Commune - Voirie,1
COMMUNE DE LUISANT,1
2025SFP042,1
Siae de la Vallée d'Eure - Siaeve,1
Caisse Primaire d'Assurance Maladie de l'Isère,1
"Ministère de l'éducation nationale de l'enseignement supérieur et de la recherche, 
Ministère des sports, de la jeunesse et de la vie associative",1
